index,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,충전용량,비고,GCS,POLYGON
57321,에버온,대전서구 은아아파트5단지1,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 가수원로 6(808 은아아파트5단지),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.2985782153751', '127.355699478483')","(987267.798582051, 1811158.06376662)"
57325,에버온,대전서구 한라비발디아파트1,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 도안북로 136지하 1층  D08 기둥(966 한라비발디 지하 1층  D08 기둥),"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,"입주민만 사용가능, 거주자외 출입제한","('36.3291661438879', '127.343830844451')","(986197.3246868252, 1814562.920648787)"
57330,에버온,대전서구_삼익목화2차아파트A주차장,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 복수북로 42A주차장 5번 기둥 우측,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,입주민만 사용가능 거주자외 출입제한,"('36.3082850941676', '127.374851807281')","(988995.2145555966, 1812238.5727996905)"
57338,에버온,대전유성 다솔아파트,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 궁동로 5(395-3 다솔아파트),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.3618201150586', '127.346913690935')","(986475.3774665473, 1818197.7564770482)"
57342,에버온,대전유성 미성샤르망,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 계룡로 64102동 지하1층 기둥5~6번 사이,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.3542527076775', '127.33778221208')","(985651.7772348166, 1817355.4000196338)"
57344,에버온,대전유성 반석마을7단지아파트 702동,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 반석서로 109702동 지하1층 20기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.3958923203054', '127.310922786887')","(983229.2310991489, 1821990.4612519606)"
57353,에버온,대전유성 봉산휴먼시아2단지아파트 206동,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 와룡로136번길 75(298 봉산휴먼시아2단지아파트),24시간 이용가능 (외부인 이용불가),외부인 사용불가,7kW,,"('36.4382719127091', '127.384957850912')","(989906.7142161161, 1826707.8924045402)"
57358,에버온,대전유성 샘물타운아파트 1주차장,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 원내로 521지하주차장 휀룸실1 우측,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.298866229073', '127.320417957871')","(984085.6340046282, 1811190.1236500158)"
57376,에버온,대전유성 스마트시티주상복합A1(B2),1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 엑스포로123번길 46-15(4-7 스마트시티),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.3771856256746', '127.393837394513')","(990707.5915201732, 1819908.1490113777)"
57382,에버온,대전유성 엑스포아파트1단지,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 엑스포로 4481단지 2지하주차장 A-3기둥 우측,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.4002051638609', '127.407353647005')","(991926.6699259067, 1822470.5400207965)"
57392,에버온,대전유성 열매마을11단지1,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 왕가봉로 23(열매마을아파트 11단지),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.365850643176', '127.314885865059')","(983586.675074287, 1818646.4096571277)"
57416,에버온,대전유성 하우스토리101동B1,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 덕명로 63101동 지하1층 41기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,입주민만 사용가능 거주자외 출입제한,"('36.3583087825645', '127.306505145155')","(982830.7884359222, 1817806.8969063156)"
57434,에버온,대전유성구_유성숲오투그란데3차아파트,1,AC완속,대전광역시 ,유성구 ,"대전광역시 유성구 학하중앙로 601거점-지하1층 B31번 기둥 좌측, 2거점-지하1층 A16번 기둥 우측(숲 오투그란데3차 1거점-지하1층 B31번 기둥 좌측, 2거점-지하1층 A16번 기둥 우측)","24시간 이용가능,입주민만 사용가능 거주자 외 출입제한",외부인 사용불가,7kW,,"('36.3457290294486', '127.300884863454')","(982323.8754391517, 1816406.5974726777)"
57436,에버온,대전유성구_하늘바람휴먼시아아파트1,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 와룡로136번길 154주차장 113동 쪽 휀룸실 좌측(295 하늘바람휴먼시아 4주차장 113동 쪽 휀룸실 좌측),"24시간 이용가능,입주민만 사용가능 거주자 외 출입제한",외부인 사용불가,7kW,,"('36.4382612100494', '127.38245586779')","(989681.0515483501, 1826706.7010514047)"
57457,에버온,대전중구 삼성아파트,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 계룡로 852(175-1 삼성아파트),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.3252673900411', '127.406634956086')","(991861.8486612648, 1814128.9357562952)"
57462,에버온,대전중구 새롬아파트 1,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 평촌로 9(420-1 새롬아파트),24시간 이용가능,외부인 사용불가,,외부인 사용불가,"('36.3227234441376', '127.388816848479')","(990254.7707950004, 1813845.7596100662)"
57467,에버온,대전중구 큰솔6차아파트,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 대둔산로 512(335-12 큰솔아파트),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.3146609736385', '127.390524264183')","(990408.7686295032, 1812948.2958228525)"
57472,에버온,대전중구 푸른뫼아파트 102동,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 수침로 122102동 지하주차장 A-1기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.3303462199', '127.399453941441')","(991214.1676646159, 1814694.2793293719)"
57482,에버온,대전중구 한라무지개,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 계룡로737번길 27(160-1 한라무지개아파트),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.3336355094112', '127.401365857851')","(991386.610137882, 1815060.4224640718)"
57484,에버온,대전중구 한밭가든아파트,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 보문산로 31104동 동쪽 측면 옥외,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,입주민만 사용가능 거주자외 출입제한,"('36.3111230903283', '127.412220844944')","(992365.6596464218, 1812554.4807813403)"
57491,에버온,대전중구 한밭우성아파트 1주차장,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 서문로 32(141 한밭우성아파트),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.3113044128371', '127.410149505642')","(992178.838261166, 1812574.6644688928)"
57501,에버온,대한주택공사송림마을4단지1,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 노은로 358(542 송림마을아파트4단지),24시간 이용가능,외부인 사용불가,7kW,입주민만이용가능,"('36.3882456826916', '127.324584142655')","(984461.3968802828, 1821139.2853806068)"
60488,에버온,성남동주민센터,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 계족로368번길 70(8-2 성남동주민센터),평일 09시~18시 이용가능,,,,"('36.3445362379012', '127.437488613854')","(994644.6486973799, 1816273.8233782356)"
60945,에버온,스마트시티주상복합아파트2,1,AC완속,대전광역시 ,유성구 ,"대전광역시 유성구 엑스포로123번길 65-38 (도룡동, 스마트시티)2단지","24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.3781291523733', '127.392988720623')","(990631.0466336799, 1820013.176501952)"
61065,에버온,신인동주민센터,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 충무로203번길 28-25(16-2 신인동주민센터),평일 09시~18시 이용가능,,,,"('36.3238139727494', '127.437760867512')","(994669.2042134552, 1813967.1504341466)"
61379,에버온,열매마을8단지새미래아파트807동,1,AC완속,대전광역시 ,유성구 ,"대전광역시 유성구 은구비남로 34 (노은동, 열매마을아파트 8단지 새미래)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.3697938076171', '127.318629804726')","(983924.3541760289, 1819085.3380591986)"
61677,에버온,운암네오미아아파트3,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 덕명로 26(524 운암네오미아아파트),24시간 이용가능,외부인 사용불가,7kW,입주민만이용가능,"('36.3578075041661', '127.302348759986')","(982455.9094220509, 1817751.097730377)"
61859,에버온,유성푸르지오시티1,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 온천로 45 (봉명동)B5층 05 12,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.3558166482127', '127.34301917889')","(986124.1177118385, 1817529.4880979536)"
62793,에버온,자양동아아파트1,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 성동로 74(201 동아아파트),24시간 이용가능,외부인 사용불가,7kW,입주민만이용가능,"('36.3423972699128', '127.451596686779')","(995917.1054718861, 1816035.726840479)"
62798,에버온,자양동주민센터,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 백룡로 16(60-1 자양동주민센터),평일 09시~18시 이용가능,,,,"('36.3354658528288', '127.448639022472')","(995650.3433134984, 1815264.164844976)"
64411,에버온,초록마을1단지1,1,AC완속,대전광역시 ,서구 ,"대전광역시 서구 복수동로 21-19 (복수동, 초록마을1단지)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.3026606047966', '127.37963191744')","(989426.3495225782, 1811612.4898226915)"
66014,에버온,학의뜰아파트,1,AC완속,대전광역시 ,유성구 ,"대전광역시 유성구 학하로 33 (계산동, 학하리슈빌 학의뜰아파트)지하2층 107동~108동사이 15기둥 뒤쪽벽면(계산동 749)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.3378953482041', '127.301352626877')","(982366.0646693626, 1815534.601074266)"
66034,에버온,한국산업인력공단 대전지역본부,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 서문로25번길 1한국산업인력공단 대전지역본부 외부 주차장,09:00~18:00,,,,"('36.3105708934567', '127.407502291581')","(991940.0767036241, 1812493.0136794474)"
66066,에버온,한신휴플러스보르미,1,AC완속,대전광역시 ,중구 ,"대전광역시 중구 계백로1686번길 16 (문화동, 한신휴플러스보르미아파트)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.3197454733528', '127.407122312109')","(991905.8050170591, 1813514.2705287684)"
66240,에버온,홍도동주민센터,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 동산초교로34번길 56(92-3 홍도동주민센터),평일 09시~18시 이용가능,,,,"('36.349081438139', '127.425826689463')","(993592.8186725419, 1816779.7666396117)"
66537,대영채비,(유)대덕현대서비스,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 신탄진로 375현대블루핸즈 대덕현대서비스(244-1 대형물류),08:00 ~ 18:00,,,,"('36.4121784026504', '127.422731864466')","(993313.6855085534, 1823803.326073215)"
66556,대영채비,(주)대광상운,1,DC콤보,대전광역시 ,중구 ,대전광역시 중구 대종로 120대광상운 택시차고지(옥계동 4-1),24시간 이용가능,,200kW,,"('36.3031898889306', '127.451280576764')","(995888.5943965461, 1811671.4064219482)"
66562,대영채비,(주)대전동원약품,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 아리랑로 121,09:00~18:00,,,,"('36.374968231454', '127.418377675457')","(992920.965869844, 1819661.3225559893)"
66575,대영채비,(주)라인투자개발,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 도안동로11번길 57(주)라인투자개발(도안동 1776),24시간 이용가능,,,,"('36.3052806964215', '127.349950951323')","(986749.3186757539, 1811904.1420343542)"
66580,대영채비,(주)보령운수,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 괴정로 168보령운수 협동택시(가장동 53-2),24시간 이용가능(택시차고지 차량다수로 이용이 어려울 수 있음),,200kW,,"('36.3339731356277', '127.389254891019')","(990294.2793941197, 1815098.0049027246)"
66586,대영채비,(주)신영택시,1,DC콤보,대전광역시 ,중구 ,대전광역시 중구 유천로34번길 10신영택시 차고지(유천동 171-2),24시간 이용가능(택시차고지 차량다수로 이용이 어려울 수 있음),,200kW,,"('36.3156530343308', '127.399106592')","(991182.8389954439, 1813058.7258140263)"
66614,대영채비,(주)태영자동차공업사,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 신탄진로 373(주)태영자동차공업사(244 신세기오일),08:00 ~ 18:00,,,,"('36.4129658994405', '127.423401854316')","(993374.1142522953, 1823890.9852902929)"
