index,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,충전용량,비고,GCS,POLYGON
11498,한국전력,노은한화꿈에그린2단지,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 지족동 지족북로 60 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3889988054752', '127.305548764991')","(982744.5291413218, 1821223.1182982814)"
11499,한국전력,노은해랑숲마을5단지,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 지족로 240,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3859213872402', '127.305516550493')","(982741.6236023128, 1820880.5593488468)"
11534,한국전력,논산대림 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 복수동 복수동로51번길 43 ,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.3002945858696', '127.381800003025')","(989621.8967957618, 1811349.1193945974)"
11613,한국전력,다온숲3단지아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 관저동 구봉산북로 165지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.2924993902673', '127.338334033478')","(985701.5479497784, 1810481.4069771573)"
11792,한국전력,대덕테크노밸리3단지 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 관평동 배울2로 24 ,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.4217596046492', '127.386139686481')","(990013.3081275681, 1824869.845551689)"
11855,한국전력,대사동 제6노외공영주차장,1,DC콤보,대전광역시 ,중구 ,대전광역시 중구 충무로74번길 14공영주차장(129-7 대사동행정복지센터),24시간 이용가능,,,,"('36.3164191818587', '127.424771158993')","(993497.6166627147, 1813144.00856477)"
11857,한국전력,대사동 제7노외공영주차장,1,DC콤보,대전광역시 ,중구 ,대전광역시 중구 보문산공원로 505-8(대사동 206-3),24시간 이용가능,,50kW,,"('36.3140971124779', '127.422125872731')","(993259.0289801533, 1812885.5303252656)"
11861,한국전력,대산학원,1,DC콤보,대전광역시 ,동구 ,대전광역시 동구 산내로 1398-41(대성동 295-1),24시간 이용가능,,100kW,,"('36.2763596542906', '127.467164912796')","(997321.2585952564, 1808684.8325182614)"
11897,한국전력,대우꿈나무 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 둔산동 청사로 253 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3600058406449', '127.390991681839')","(990450.9266737705, 1817995.8027971503)"
11934,한국전력,대자연마을아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 관저동 관저북로 52지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3049772035199', '127.338645340786')","(985729.625852063, 1811870.3591028205)"
11939,한국전력,대전 KBS,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 둔산대로117번길 128,09:00~18:00,,,,"('36.3704437169546', '127.380567392303')","(989510.723294471, 1819157.6819016277)"
11941,한국전력,대전 서구청 부설주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 둔산서로 100,주중/주말 : 24시간,,,,"('36.3550560085393', '127.38335761067')","(989762.3829139181, 1817444.8184471224)"
11942,한국전력,대전 유성구청 부설주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 대학로 211,주중/주말 : 24시간,,,,"('36.3625913295244', '127.356741107895')","(987361.7468065089, 1818283.6032476267)"
11943,한국전력,대전 현충원,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 현충원로 171-1,24시간 이용가능,,,,"('36.3606133259794', '127.290057348623')","(981347.3037506562, 1818063.4242649172)"
11948,한국전력,대전경제통상진흥원,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 가정북로 96,09:00~18:00,,,,"('36.3925940080035', '127.360262971967')","(987679.3961283638, 1821623.3137566352)"
11949,한국전력,대전광역시청 부설주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 둔산동 1420시청 동편 옥외 주차장(둔산로 100),주중/주말 : 24시간,,,,"('36.3501712979595', '127.384838607761')","(989895.9592564475, 1816901.0830180272)"
11951,한국전력,대전노은상록 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 노은동 노은동로 111 ,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3701181686692', '127.320640132969')","(984105.6727590408, 1819121.443902721)"
11955,한국전력,대전대덕구청 주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 대전로 1033번길 20,주중/주말 : 24시간,,,,"('36.3467844923068', '127.414715462632')","(992590.65799976, 1816524.0849963955)"
11957,한국전력,대전도시철도공사,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 월드컵대로 480(160-20 대전광역시도시철도공사),24시간 이용가능,,100kW,,"('36.3482824888749', '127.352698372873')","(986997.1182995795, 1816690.8326047605)"
11958,한국전력,대전동구청 주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,동구 ,대전광역시 동구 동구청로 147,주중/주말 : 24시간,,,,"('36.3120364990332', '127.45491664858')","(996216.5445169804, 1812656.155725225)"
11960,한국전력,대전복용승마장,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 덕명로56번길 86-1(덕명동 산10-2),24시간 이용가능,,100kW,,"('36.353724009279', '127.305957868651')","(982781.427640955, 1817296.5486207893)"
11962,한국전력,대전시립연정국악원 주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 둔산대로 135(만년동 396),24시간,,,,"('36.3666138000024', '127.383758831351')","(989798.5704199172, 1818731.359501686)"
11967,한국전력,대전역사박물관,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 도안대로 398,주중/주말 : 24시간,,,,"('36.3368590295452', '127.335340066386')","(985431.5115153815, 1815419.2445630727)"
11968,한국전력,대전정수원,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 계백로1249번길 174-82(정림동 258-13),24시간 이용가능,,100kW,,"('36.3149661877199', '127.360133170003')","(987667.6888321708, 1812982.2703453552)"
11969,한국전력,대전지방기상청,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 대학로 383(20-3 대전지방기상청),24시간 이용가능,,100kW,,"('36.3724508274511', '127.371803332276')","(988720.2618605936, 1819381.1008881216)"
11970,한국전력,대전충남직할,1,DC차데모+AC3상+DC콤보,대전광역시 ,동구 ,대전광역시 동구 송촌남로 11번길 170,주중/주말 : 24시간,,,,"('36.3597243829294', '127.434461960392')","(994371.6641641781, 1817964.4726847087)"
12134,한국전력,도마큰시장 공영주차장,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 도마2길 120,09:00~18:00,,,,"('36.3154915997492', '127.384236692128')","(989841.6703660397, 1813040.755926136)"
12149,한국전력,도안13블럭 금성백조 예미지 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 도안동 965,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.3310111252922', '127.343173256203')","(986138.0144872355, 1814768.2924388137)"
12150,한국전력,도안18단지 린풀하우스 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 가수원동 도안동로 77,24시간,입주자외 출입제한 (긴급상황 이용가능),,,"('36.3035880722451', '127.34943491264')","(986702.7753298577, 1811715.7296979802)"
12152,한국전력,도안2블럭 호반베르디움,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 도안동로 523아파트 207동 지하(도안동로 523),,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3236309850037', '127.346740231544')","(986459.7325532878, 1813946.7813828385)"
12156,한국전력,도안6단지센트럴시티,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 봉명동 봉명로 93지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.347960380019', '127.342138073568')","(986044.6477202951, 1816654.9774616328)"
12158,한국전력,도안7단지예미지아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 봉명동 봉명로 94지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3477447899207', '127.344594389826')","(986266.1915327949, 1816630.9793203515)"
12162,한국전력,도안리슈빌,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 도안동 1369지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3155447982455', '127.347013981412')","(986484.4230178118, 1813046.6776500002)"
12167,한국전력,도안베르디움 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 도안동 원도안로 100 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3123553628642', '127.347346366202')","(986514.4019724164, 1812691.6496524788)"
12171,한국전력,도안아이파크 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 도안동 도안동로 183 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3211855917579', '127.345384701781')","(986337.4725508658, 1813674.575502042)"
12176,한국전력,도안휴먼시아10단지아파트,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 원신흥동 원신흥로 37,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.3405704628097', '127.340432340368')","(985890.8016367529, 1815832.3780999857)"
12208,한국전력,동구생활문화센터,1,DC콤보,대전광역시 ,동구 ,대전광역시 동구 동구청로 60(559-1 생활문화센터),09:00~18:00,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3041702076282', '127.459392482355')","(996620.2357254712, 1811780.529367715)"
12494,한국전력,두레 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 신성동 가정로 65 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3861020589458', '127.351709643421')","(986907.9413087866, 1820900.6705930578)"
12529,한국전력,둔산플러스주상복합 아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 둔산동 대덕대로 187 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3500578265496', '127.377126282617')","(989200.3574950413, 1816888.452090413)"
12537,한국전력,드리움2단지 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 대정동 대정로28번안길 80 ,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.313155897386', '127.321639481406')","(984195.8075134826, 1812780.7601483008)"
12729,한국전력,리가아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 탄방동 53-1,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.3429110543845', '127.389128713575')","(990282.89900615, 1816092.9181142747)"
13086,한국전력,무궁화아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 월평동 223,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.3637494058311', '127.377968730466')","(989276.3408329728, 1818412.5130586096)"
13130,한국전력,무지개 아파트(서대전),1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 도산로 376-12(258-6 무지개아파트),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3372814073113', '127.392984253476')","(990630.6437259628, 1815466.2610141272)"
13192,한국전력,문창시장 제2공영주차장,1,DC콤보,대전광역시 ,중구 ,대전광역시 중구 문창로18번길 13,09:00~18:00,,,,"('36.3155163674018', '127.436408624484')","(994547.240653237, 1813043.5129063076)"
13197,한국전력,문화마을금호어울림1단지,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 문화동 1-43,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.3195895452821', '127.409661613451')","(992134.8335464916, 1813496.913591229)"
13199,한국전력,문화마을금호어울림2단지,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 문화동 1-38,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.3201002858671', '127.411564315831')","(992306.4449739474, 1813553.766038596)"
13346,한국전력,반석마을2단지,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 지족동 지족로 343,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3873697726716', '127.315150835695')","(983610.5737089631, 1821041.7845557795)"
13347,한국전력,반석마을3단지,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 지족동 지족로 362,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3864829674833', '127.315887208226')","(983676.9897404525, 1820943.0709489642)"
13348,한국전력,반석마을5단지아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 반석동 반석동로 33지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3906157315051', '127.309730093694')","(983121.6579003559, 1821403.1043904605)"
13466,한국전력,버드내마을,1,DC차데모+AC3상+DC콤보,대전광역시 ,중구 ,대전광역시 중구 태평동 태평로 15 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3180210621348', '127.39133878946')","(990482.2335323448, 1813322.3198577429)"
13472,한국전력,버드내마을 아파트2단지,1,DC차데모+AC3상+DC콤보,대전광역시 ,중구 ,대전광역시 중구 태평동 태평로 35 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3199354423538', '127.391997366403')","(990541.6329058186, 1813535.416689751)"
13543,한국전력,법동생활체육공영주차장,1,DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 계족로 720(439-1 선비목욕탕),24시간 이용가능,,50kW,,"('36.3756656555381', '127.428041758878')","(993792.6035827918, 1819738.9554428174)"
13638,한국전력,복수동 제2공영주차장,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 복수동로51번길 58제2공영주차장,24시간 이용가능,,,,"('36.2991256143881', '127.381871346701')","(989628.3315331157, 1811218.9968009025)"
14057,한국전력,산호한양 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 탄방동 계룡로571번길 65 ,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3438214000813', '127.386748070802')","(990068.1804517242, 1816194.252103257)"
14115,한국전력,삼성래미안 아파트1단지,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 가장로 106(삼성 래미안아파트),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3339657369672', '127.384693057941')","(989882.831605672, 1815097.1813301144)"
14265,한국전력,상아 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 만년동 대덕대로 415 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3704525847099', '127.378797892869')","(989351.12590975, 1819158.6690046827)"
14354,한국전력,샘머리아파트2단지,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 둔산동 청사로 281지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3617828024918', '127.394328344073')","(990751.8719897234, 1818193.6030754934)"
14432,한국전력,서대전지사,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 변동중로 39,주중/주말 : 24시간,,,,"('36.3284882459285', '127.373310046326')","(988856.1577062099, 1814487.4612880289)"
14891,한국전력,센트럴자이1단지 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,중구 ,대전광역시 중구 대흥동 충무로107번길 100,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.322915936328', '127.425890766539')","(993598.5980096551, 1813867.186636711)"
14898,한국전력,센트럴파크3단지아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,중구 ,대전광역시 중구 문화동 계백로1716번길 87지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3177772344345', '127.412372915477')","(992379.3754232636, 1813295.1784832275)"
15017,한국전력,송림마을1단지 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 하기동 송림로 13 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3882612936152', '127.319832539918')","(984032.8330980707, 1821141.0230909798)"
15020,한국전력,송림마을3단지,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 하기동 노은로 353,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3893568750395', '127.322069223573')","(984234.5674727341, 1821262.976362544)"
15067,한국전력,송촌공영주차장,1,DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 계족산로81번길 6(한국서지연구소 빌딩),24시간 이용가능,,,,"('36.3635483665163', '127.440431372306')","(994910.0664442176, 1818390.1346195366)"
15068,한국전력,송촌주민센터 공영주차장,1,DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 송촌동 460-2,24시간 이용가능,,,,"('36.366416567431', '127.438949969082')","(994776.453471123, 1818709.4048054789)"
15133,한국전력,수목토 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 도안동 도안동로 177,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3191189217912', '127.345007652875')","(986303.4651823674, 1813444.526727855)"
15309,한국전력,스타돔아파트,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 노은동 553-8,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.3662619214003', '127.317277061449')","(983802.3454965918, 1818692.1905766136)"
15467,한국전력,신동아파밀리에 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,동구 ,대전광역시 동구 홍도동 동산초교로 46 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3487081481142', '127.425200699881')","(993536.3584679052, 1816738.2143288865)"
15534,한국전력,신안인스빌리베라,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 원신흥동 봉명로 48 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3426922479637', '127.344470761424')","(986255.0410518982, 1816068.5619520906)"
15660,한국전력,쌍용예가아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,중구 ,대전광역시 중구 태평동 평촌로 93지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3230510561886', '127.398006610318')","(991083.6277742855, 1813882.227334452)"
15738,한국전력,아침마을 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,동구 ,대전광역시 동구 우암로192,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3404238179092', '127.441166181564')","(994976.3414786103, 1815816.0545068888)"
16011,한국전력,어울림하트 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 원신흥동 동서대로 725,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3342992595593', '127.341536123616')","(985990.3557345357, 1815134.3069789663)"
16198,한국전력,열매9단지아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 노은동 521,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.3715069187659', '127.321898125703')","(984219.1355533688, 1819276.0308771995)"
16199,한국전력,열매마을1단지삼부아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 지족동 노은서로 222지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3796096785904', '127.317266631389')","(983801.4047727538, 1820177.9794201169)"
16203,한국전력,열매마을4,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 노은서로210번길 32,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3761984477155', '127.315607914136')","(983651.7992230235, 1819798.2625355234)"
16208,한국전력,열매마을5단지,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 지족동 877지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3772549452025', '127.318981076549')","(983956.0366186443, 1819915.8652276474)"
16212,한국전력,열매마을6단지 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 지족동 노은동로 187 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3767032010542', '127.321887663959')","(984218.1919718399, 1819854.4485200807)"
16491,한국전력,올리브힐,1,DC차데모+AC3상+DC콤보,대전광역시 ,중구 ,대전광역시 중구 목동 목동로 70,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3372911573123', '127.406106770979')","(991814.209786617, 1815467.3463232545)"
16495,한국전력,올림픽기념국민생활관,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 신갈마로230번길 77(820-1 국민생활관),24시간 이용가능,,100kW,,"('36.3547890167237', '127.373244411079')","(988850.2378321681, 1817415.098588177)"
16595,한국전력,용운국제수영장,1,DC콤보,대전광역시 ,동구 ,대전광역시 동구 동부로 138(301-1 용운국제수영장),24시간 이용가능,,100kW,,"('36.3251825526552', '127.466548742559')","(997265.6840319207, 1814119.4921891338)"
16795,한국전력,원신흥도서관,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 원신흥남로 59(560 원신흥도서관),24시간 이용가능,,50kW,,"('36.3377163183855', '127.337485798842')","(985625.0426811496, 1815514.6725946467)"
17044,한국전력,은아아파트 5단지,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 가수원동 808,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.2985124989405', '127.355585067039')","(987257.4794110504, 1811150.7486241595)"
17046,한국전력,은어송3단지,1,DC차데모+AC3상+DC콤보,대전광역시 ,동구 ,대전광역시 동구 가오동 496,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3110924341075', '127.460282000469')","(996700.4644963468, 1812551.0683225878)"
17049,한국전력,은어송마을2단지 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,동구 ,대전광역시 동구 대성동 동구청로 35 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3037469941274', '127.458270508282')","(996519.0409331277, 1811733.4198879015)"
17208,한국전력,이지아파트,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 상대동 438-16,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.3476696276071', '127.332540708268')","(985179.0275496087, 1816622.6127217233)"
17250,한국전력,인앤인주상복합 아파트,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 지족동 북유성대로 219 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3853237311658', '127.318894218104')","(983948.2025496445, 1820814.032012834)"
17458,한국전력,장대푸르지오아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 장대동 장대로71번길 34지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3621013747598', '127.331744941102')","(985107.2545068491, 1818229.0645477767)"
17530,한국전력,전기공사협회 주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,동구 ,대전광역시 동구 한밭대로 1289,,,,,"('36.3538661257686', '127.439221408294')","(994800.9355294461, 1817312.3681395082)"
17542,한국전력,전력연구원,1,DC차데모+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 문지로 105,주중/주말 : 06시~23시,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3931097308705', '127.389165645695')","(990286.230044098, 1821680.7208004715)"
17548,한국전력,전민평생학습센터,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 엑스포로 438(258-1 전민평생학습센터),24시간 이용가능,,50kW,,"('36.3952806822256', '127.40522388893')","(991734.5795458101, 1821922.3775265608)"
17579,한국전력,전원 아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 월평동 월평중로 50 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3591587624837', '127.364768460644')","(988085.7620168863, 1817901.5113545086)"
17895,한국전력,죽동푸르지오아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 죽동 죽동로 251지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3740141192221', '127.338732050346')","(985737.446492601, 1819555.1167500692)"
17922,한국전력,중구 학생체육관,1,DC콤보,대전광역시 ,중구 ,대전광역시 중구 문화로 220(202-1 대전학생체육관),09:00~18:00,,,,"('36.3154823859885', '127.409277554606')","(992100.1939269127, 1813039.7303079248)"
18260,한국전력,천동휴먼시아2단지,1,DC차데모+AC3상+DC콤보,대전광역시 ,동구 ,"대전광역시 동구 대전로542번길 78-1 (천동, 휴먼시아2단지아파트)",,입주자외 출입제한 (긴급상황 이용가능),,,"('36.3162158705793', '127.448386822517')","(995627.5965115096, 1813121.3772248086)"
18684,한국전력,카이스트 문지캠퍼스,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 문지로 193(103-6 KAIST문지캠퍼스),24시간 이용가능,,100kW,,"('36.3946008938292', '127.39929491128')","(991199.8241744175, 1821846.707734181)"
18723,한국전력,큰마을 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 갈마동 대덕대로 150 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3450685550792', '127.376927442652')","(989182.4234184424, 1816333.077596979)"
18791,한국전력,태평전통시장,1,DC콤보,대전광역시 ,중구 ,대전광역시 중구 수침로55번길 56(태평동 333-8),24시간 이용가능,,,,"('36.3259452394508', '127.397694015378')","(991055.4337359353, 1814204.3897128042)"
18795,한국전력,테크노7단지 아파트,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 관평동 관평1로 12 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.4252030564833', '127.387109146581')","(990100.7471476534, 1825253.1490719263)"
18841,한국전력,트리풀시티9단지 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 상대남로 26(도안신도시9블록 트리풀시티아파트),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3423707291337', '127.336043967715')","(985494.9988548245, 1816032.7724869554)"
18851,한국전력,파랑새 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 둔지로 75(957 파랑새아파트),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.356388915968', '127.374612502876')","(988973.6308486701, 1817593.1893650808)"
19127,한국전력,하우스토리2차아파트,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 문화동 계룡로 922,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3196954502412', '127.414804759798')","(992598.712025595, 1813508.7022688668)"
19174,한국전력,한국가스기술공사 본사,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 대덕대로 1227(봉산동 839),24시간 이용가능,,100kW,,"('36.4363966603409', '127.390239398419')","(990383.0755831775, 1826499.1510401487)"
19231,한국전력,한국수자원공사,1,DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 신탄진로 200(산6-2 한국수자원공사),24시간 이용가능,,50kW,,"('36.3979169814412', '127.423731874384')","(993403.8799242968, 1822215.8338658463)"
19233,한국전력,한국수자원공사 대청공원,1,DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 대청로 609(미호동 57-4),24시간 이용가능,,100kW,,"('36.4740986991769', '127.47494168478')","(998022.673044094, 1830695.9061865055)"
19235,한국전력,한국수자원공사 인재개발원,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 유성대로1689번길 125(462-1 수자원연구원),24시간 이용가능,,100kW,,"('36.4069923124369', '127.394190680196')","(990739.4555999143, 1823226.0429483515)"
19268,한국전력,한국천문연구원,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 대덕대로 776,09:00~18:00,,,,"('36.3996198871958', '127.375445805753')","(989048.7893693759, 1822405.3906831967)"
