 ID	   위도	     경도	        지오이드고	       정밀도
50474	35.91760	128.46090	  28.405		-
50475	35.66067	128.42986	  28.672		-
50476	35.76578	128.50303	  28.828		-
50477	35.64719	128.45092	  28.741		-
50478	35.65528	128.42986	  28.673		-
50479	35.89784	128.43429	  28.360		-
50480	35.91041	128.45979	  28.412		-
50481	35.81159	128.58730	  28.970		-
50482	35.71367	128.52632	  29.080		-
50483	35.79363	128.59173	  29.037		-
50484	35.77207	128.53519	  28.923		-
50485	35.80261	128.41323	  28.465		-
50486	35.71277	128.45314	  28.744		-
50487	35.70738	128.35668	  28.451		-
50488	35.64091	128.43208	  28.676		-
50489	35.79902	128.60171	  29.028		-
50490	35.79722	128.65493	  29.137		-
50491	35.78464	128.50747	  28.778		-
50492	35.91491	128.46312	  28.415		-
50493	35.77117	128.60060	  29.126		-
50494	35.61485	128.37886	  28.531		-
50495	35.77925	128.39771	  28.464		-
50496	35.67774	128.39992	  28.580		-
50497	35.76937	128.43984	  28.622		-
50498	35.79722	128.57399	  28.989		-
50499	35.68223	128.49971	  28.991		-
50500	35.70020	128.38440	  28.515		-
50501	35.62384	128.39216	  28.564		-
50502	35.77835	128.57954	  29.041		-
50503	35.77835	128.65493	  29.159		-
50504	35.73254	128.54184	  29.065		-
50505	35.92209	128.45758	  28.389		-
50506	35.61845	128.37997	  28.533		-
50507	35.92928	128.47088	  28.419		-
50508	35.70110	128.52410	  29.085		-
50509	35.76578	128.62056	  29.166		-
50510	35.69211	128.47753	  28.862		-
50511	35.92748	128.45979	  28.389		-
50512	35.79093	128.47975	  28.667		-
50513	35.74781	128.46090	  28.734		-
50514	35.77835	128.44205	  28.595		-
50515	35.79363	128.52299	  28.802		-
50516	35.90323	128.46534	  28.440		-
50517	35.78913	128.51967	  28.805		-
50518	35.87089	128.43318	  28.402		-
50519	35.79452	128.65937	  29.155		-
50520	35.74242	128.59062	  29.167		-
50521	35.68582	128.40547	  28.586		-
50522	35.93736	128.46534	  28.401		-
50523	35.87268	128.45979	  28.461		-
50524	35.78285	128.64828	  29.140		-
50525	35.69301	128.40103	  28.565		-
50526	35.73433	128.54073	  29.058		-
50527	35.91221	128.46423	  28.423		-
50528	35.77566	128.55293	  28.977		-
50529	35.80620	128.46645	  28.589		-
50530	35.78554	128.61723	  29.095		-
50531	35.79452	128.51412	  28.770		-
50532	35.88975	128.39216	  28.264		-
50533	35.74062	128.42542	  28.619		-
50534	35.89873	128.43762	  28.368		-
50535	35.90772	128.45092	  28.389		-
50536	35.74062	128.44538	  28.688		-
50537	35.65528	128.45203	  28.747		-
50538	35.70110	128.38218	  28.509		-
50539	35.66247	128.39992	  28.592		-
50540	35.67325	128.40436	  28.597		-
50541	35.71188	128.51080	  29.027		-
50542	35.76668	128.48973	  28.779		-
50543	35.79902	128.41212	  28.469		-
50544	35.79273	128.64163	  29.115		-
50545	35.65348	128.48640	  28.915		-
50546	35.73254	128.64717	  29.241		-
50547	35.81249	128.47199	  28.589		-
50548	35.88616	128.43097	  28.370		-
50549	35.77027	128.41766	  28.539		-
50550	35.64630	128.48197	  28.881		-
50551	35.66696	128.41655	  28.638		-
50552	35.75679	128.43208	  28.623		-
50553	35.75679	128.58065	  29.100		-
50554	35.72086	128.62943	  29.237		-
50555	35.80710	128.47643	  28.613		-
50556	35.72086	128.52632	  29.064		-
50557	35.64899	128.50636	  29.002		-
50558	35.77656	128.43429	  28.576		-
50559	35.75679	128.45758	  28.712		-
50560	35.76668	128.53851	  28.955		-
50561	35.69211	128.51856	  29.069		-
50562	35.70649	128.35114	  28.440		-
50563	35.80980	128.44982	  28.539		-
50564	35.79632	128.62721	  29.060		-
50565	35.86370	128.42875	  28.403		-
50566	35.74511	128.56401	  29.071		-
50567	35.81429	128.42432	  28.471		-
50568	35.74152	128.44760	  28.694		-
50569	35.74601	128.51967	  28.949		-
50570	35.76847	128.42210	  28.559		-
50571	35.71098	128.49084	  28.929		-
50572	35.71816	128.51967	  29.046		-
50573	35.78195	128.52188	  28.836		-
50574	35.91131	128.46534	  28.427		-
50575	35.91850	128.43097	  28.326		-
50576	35.85112	128.46090	  28.493		-
50577	35.88077	128.42875	  28.374		-
50578	35.73433	128.45869	  28.739		-
50579	35.72625	128.44095	  28.684		-
50580	35.79632	128.47975	  28.649		-
50581	35.70379	128.43540	  28.666		-
50582	35.75679	128.57399	  29.077		-
50583	35.73883	128.43762	  28.666		-
50584	35.90323	128.48640	  28.491		-
50585	35.81519	128.43651	  28.498		-
50586	35.81339	128.47088	  28.584		-
50587	35.78824	128.48197	  28.683		-
50588	35.68223	128.50414	  29.012		-
50589	35.92119	128.45647	  28.387		-
50590	35.67325	128.46866	  28.821		-
50591	35.76847	128.59728	  29.131		-
50592	35.80620	128.58841	  28.990		-
50593	35.80890	128.61502	  29.003		-
50594	35.78464	128.45092	  28.603		-
50595	35.67504	128.44095	  28.700		-
50596	35.76398	128.57843	  29.074		-
50597	35.66875	128.47975	  28.883		-
50598	35.68223	128.36555	  28.501		-
50599	35.79093	128.42432	  28.514		-
50600	35.68223	128.38218	  28.538		-
50601	35.90862	128.44649	  28.374		-
50602	35.74511	128.58841	  29.158		-
50603	35.71008	128.35890	  28.454		-
50604	35.64001	128.41766	  28.636		-
50605	35.75769	128.68930	  29.274		-
50606	35.91041	128.44538	  28.369		-
50607	35.64450	128.47088	  28.824		-
50608	35.74961	128.53075	  28.985		-
50609	35.68852	128.43429	  28.669		-
50610	35.67864	128.40103	  28.582		-
50611	35.65348	128.40658	  28.611		-
50612	35.88346	128.48197	  28.503		-
50613	35.74511	128.46201	  28.741		-
50614	35.74511	128.61834	  29.197		-
50615	35.88795	128.47088	  28.472		-
50616	35.75140	128.55071	  29.029		-
50617	35.75949	128.51856	  28.905		-
50618	35.79452	128.45092	  28.575		-
50619	35.89604	128.44760	  28.399		-
50620	35.69840	128.43097	  28.651		-
50621	35.72445	128.64163	  29.245		-
50622	35.79093	128.60393	  29.057		-
50623	35.69391	128.47864	  28.867		-
50624	35.69391	128.46645	  28.803		-
50625	35.74332	128.48308	  28.817		-
50626	35.77835	128.55736	  28.985		-
50627	35.77027	128.46090	  28.683		-
50628	35.76937	128.50636	  28.828		-
50629	35.88885	128.42875	  28.360		-
50630	35.86550	128.44316	  28.433		-
50631	35.73254	128.51301	  28.971		-
50632	35.75320	128.51523	  28.909		-
50633	35.86729	128.42210	  28.381		-
50634	35.74422	128.54295	  29.030		-
50635	35.89784	128.42099	  28.330		-
50636	35.74062	128.42764	  28.629		-
50637	35.75410	128.55514	  29.033		-
50638	35.79363	128.52632	  28.812		-
50639	35.81070	128.44982	  28.537		-
50640	35.75949	128.65271	  29.189		-
50641	35.77207	128.43651	  28.599		-
50642	35.87089	128.42764	  28.388		-
50643	35.80531	128.43873	  28.522		-
50644	35.72266	128.62167	  29.227		-
50645	35.69031	128.47643	  28.857		-
50646	35.73254	128.45979	  28.744		-
50647	35.77027	128.65382	  29.170		-
50648	35.67864	128.43097	  28.663		-
50649	35.69301	128.42542	  28.636		-
50650	35.77386	128.65382	  29.164		-
50651	35.87987	128.45979	  28.452		-
50652	35.88616	128.44649	  28.412		-
50653	35.91760	128.42099	  28.301		-
50654	35.77476	128.54406	  28.950		-
50655	35.69840	128.46312	  28.787		-
50656	35.88616	128.48973	  28.520		-
50657	35.80531	128.51190	  28.726		-
50658	35.71547	128.51967	  29.054		-
50659	35.68762	128.41988	  28.624		-
50660	35.72984	128.45536	  28.731		-
50661	35.72445	128.62499	  29.230		-
50662	35.79003	128.50303	  28.745		-
50663	35.86100	128.45425	  28.465		-
50664	35.94635	128.45869	  28.380		-
