index,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,충전용량,비고,GCS
44,환경부(한국자동차환경협회),LH 세종본부,11,DC콤보,세종특별자치시 ,가름로 ,세종특별자치시 가름로 238-1,24시간 이용가능,,급속(200kW동시),,"('36.49468870000027', '127.2645932999995')"
420,환경부(한국자동차환경협회),고복저수지 연기대첩비공원 주차장,1,DC콤보,세종특별자치시 ,연서면 ,세종특별자치시 연서면 용암리 208-5,24시간 이용가능,,급속(100kW멀티),,"('36.59959349999978', '127.22725089999949')"
973,환경부(한국자동차환경협회),금암리마을회관주차장,21,DC콤보,세종특별자치시 ,장군면 ,세종특별자치시 장군면 정자말길 6,24시간 이용가능,,급속(200kW동시),,"('36.438385000000245', '127.22032839999963')"
1666,환경부(한국자동차환경협회),도담동 싱싱장터주차장,21,DC콤보,세종특별자치시 ,보듬6로 ,세종특별자치시 보듬6로 16,24시간 이용가능,,급속(200kW동시),"주간 유료, 야간 무료","('36.51548869999969', '127.25912020000005')"
2196,환경부(한국자동차환경협회),명학일반산업단지 관리사무소,21,DC콤보,세종특별자치시 ,연동면 ,세종특별자치시 연동면 응암리 916,24시간 이용가능,,급속(200kW동시),,"('36.54077219999998', '127.33563749999936')"
2198,환경부(한국자동차환경협회),명학일반산업단지 근린공원 주차장,1,DC콤보,세종특별자치시 ,연동면 ,세종특별자치시 연동면 내판리 713,24시간 이용가능,,급속(100kW단독),,"('36.543736699999826', '127.32968869999964')"
2406,환경부(한국자동차환경협회),반곡동 수변공원,11,DC콤보,세종특별자치시 ,반곡동 ,세종특별자치시 반곡동 234-10 ,24시간 이용가능,,급속(200kW동시),,"('36.49216990000007', '127.29946630000012')"
2529,환경부(한국자동차환경협회),보람동 수변공원,11,DC콤보,세종특별자치시 ,보람동 ,세종특별자치시 보람동 624-1,24시간 이용가능,,급속(200kW동시),,"('36.4821080999997', '127.29089679999969')"
2817,환경부(한국자동차환경협회),산림자원연구소,21,DC콤보,세종특별자치시 ,금남면 ,세종특별자치시 금남면 산림박물관길 110,24시간 이용가능,,급속(200kW동시),,"('36.435701300000076', '127.22860249999991')"
2988,환경부(한국자동차환경협회),새롬동 복합커뮤니티 센터,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,새롬동 ,세종특별자치시 새롬동 341-72,24시간 이용가능,,급속(100kW멀티),,"('36.48461169999969', '127.25199279999987')"
3341,환경부(한국자동차환경협회),세종전통시장주차타워,1,DC콤보,세종특별자치시 ,조치원읍 ,세종특별자치시 조치원읍 조치원6길 38 ,24시간 이용가능,,급속(100kW단독),미정,"('36.599767099999795', '127.29931299999954')"
3343,환경부(한국자동차환경협회),세종정부청사 13-2동,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,한누리대로 ,세종특별자치시 한누리대로 402,24시간 이용가능,,급속(100kW멀티),,"('36.49963870000011', '127.25910079999935')"
3344,환경부(한국자동차환경협회),세종정부청사 6동,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,도움6로 ,세종특별자치시 도움6로 11,24시간 이용가능,,급속(100kW멀티),,"('36.50529750000008', '127.26095849999983')"
3345,환경부(한국자동차환경협회),세종중앙공원주차장,1,DC콤보,세종특별자치시 ,연기면 ,세종특별자치시 연기면 세종리 548-88,24시간 이용가능,,급속(100kW멀티),,"('37.4040625999996', '126.94139119999966')"
3347,환경부(한국자동차환경협회),세종중앙공원주차장2,1,DC콤보,세종특별자치시 ,연기면 ,세종특별자치시 연기면 수목원로 136,24시간 이용가능,,급속(100kW멀티),,"('36.49806300000027', '127.28160509999972')"
3351,환경부(한국자동차환경협회),세종청사1동 국무조정실,1,DC콤보,세종특별자치시 ,다솜로 ,세종특별자치시 다솜로 261,24시간 이용가능,,급속(100kW멀티),,"('36.50282000000027', '127.26986009999942')"
3352,환경부(한국자동차환경협회),세종청사4동 기획재정부,1,DC콤보,세종특별자치시 ,갈매로 ,세종특별자치시 갈매로 477,24시간 이용가능,,급속(100kW멀티),,"('36.506005099999676', '127.26428989999955')"
3353,환경부(한국자동차환경협회),세종청사7동 법제처,21,DC콤보,세종특별자치시 ,도움5로 ,세종특별자치시 도움5로 20,24시간 이용가능,,급속(200kW동시),,"('36.50595540000003', '127.25851609999992')"
3355,환경부(한국자동차환경협회),세종호수공원제2주차장,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,어진동 ,"세종특별자치시 어진동 621, 입구 우측",24시간 이용가능,,급속(100kW동시),,"('36.50029780000004', '127.26821029999951')"
5057,환경부(한국자동차환경협회),정부세종청사 공정거래위원회,1,DC콤보,세종특별자치시 ,다솜3로 ,세종특별자치시 다솜3로 95(어진동)세종특별자치시 다솜2로 94(어진동),24시간 이용가능,,급속(100kW멀티),,"('36.504252199999875', '127.26643939999992')"
5058,환경부(한국자동차환경협회),정부세종청사 교육부,1,DC콤보,세종특별자치시 ,갈매로 ,세종특별자치시 갈매로 408(어진동),24시간 이용가능,,급속(100kW멀티),,"('36.49905729999989', '127.26457770000002')"
5059,환경부(한국자동차환경협회),정부세종청사 국세청,1,DC콤보,세종특별자치시 ,국세청로 ,세종특별자치시 국세청로 8-14(나성동),24시간 이용가능,,급속(100kW멀티),,"('36.485273699999965', '127.2582090999997')"
5060,환경부(한국자동차환경협회),정부세종청사 농림축산식품부/해양수산부,1,DC콤보,세종특별자치시 ,다솜2로 ,세종특별자치시 다솜2로 94(어진동),24시간 이용가능,,급속(100kW멀티),,"('36.50464530000004', '127.26364119999936')"
5061,환경부(한국자동차환경협회),정부세종청사 문화체육관광부,1,DC콤보,세종특별자치시 ,갈매로 ,세종특별자치시 갈매로 388(어진동),24시간 이용가능,,급속(100kW멀티),,"('36.49784919999978', '127.26427089999979')"
5062,환경부(한국자동차환경협회),정부세종청사 소방청,21,DC콤보,세종특별자치시 ,정부2청사로 ,세종특별자치시 정부2청사로 13(나성동)세종특별자치시 정부2청사로 13(나성동),24시간 이용가능,,급속(200kW동시),,"('36.484163500000186', '127.26039459999943')"
5064,환경부(한국자동차환경협회),정부세종컨벤션센터,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,다솜 ,세종특별자치시 다솜 3로 66,24시간 이용가능,,급속(100kW멀티),,"('36.5010228999997', '127.26800949999998')"
5536,환경부(한국자동차환경협회),첫마을 BRT 환승주차장 A,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,나성남로 ,세종특별자치시 나성남로 7-7 BRT환승센터 B주차장 B1 (나성동 531),24시간 이용가능,,급속(50kW),"주차요금 : 15분당 300원, 2시간 초과시 15분당 400원/노후로 교체예정","('36.48143850000002', '127.26159809999973')"
6404,환경부(한국자동차환경협회),한솔동 복합커뮤니티센터 정음관,11,DC콤보,세종특별자치시 ,한솔동 ,세종특별자치시 한솔동 961,09:00 ~ 18:00,,급속(100kW동시),공휴일 휴관,"('36.477498399999575', '127.25535299999927')"
8260,제주전기자동차서비스,세종한신휴시티오피스텔,1,AC완속,세종특별자치시 ,보듬3로 ,세종특별자치시 보듬3로 8-20,입주민 전용 24시간,사업장 거주자외 출입제한,,,"('36.51430120000023', '127.2580630999993')"
9053,제주전기자동차서비스,타이어프로 남세종점,1,AC완속,세종특별자치시 ,금남면 ,세종특별자치시 금남면 용포2길 3,09:00~18:00,,,,"('36.460234600000135', '127.2796058000001')"
9426,한국전력,2생활권 환승주차장2(A),1,DC차데모+AC3상+DC콤보,세종특별자치시 ,나성동 ,세종특별자치시 나성동 719,24시간 이용가능,,,,"('36.48101849999971', '127.26074049999976')"
9685,한국전력,가락마을21단지,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,고운동 ,세종특별자치시 고운동 마음안로 221 (마음안로 221),,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.5176504999998', '127.23681899999987')"
9690,한국전력,가락마을3단지아파트,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,고운동 ,세종특별자치시 고운동 1708,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.50625579999998', '127.23583509999979')"
9693,한국전력,가락마을4단지,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,고운동 ,세종특별자치시 고운동 1703,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.50756949999994', '127.23582719999958')"
9726,한국전력,가온마을2단지,1,AC완속,세종특별자치시 ,다정동 ,세종특별자치시 다정동 산 29,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.49485099999989', '127.23847909999925')"
9732,한국전력,가재마을10단지,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,도움1로 ,"세종특별자치시 도움1로 74지하1층 주차장(1006동, C45BL)",,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.50233139999974', '127.25252549999946')"
9735,한국전력,가재마을11단지,2,AC완속,세종특별자치시 ,종촌동 ,세종특별자치시 종촌동 654지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.50375930000005', '127.25003490000009')"
9743,한국전력,가재마을2단지아파트,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,종촌동 ,세종특별자치시 종촌동 683,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.502724399999884', '127.2416774999997')"
9750,한국전력,가재마을4단지,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,종촌동 ,세종특별자치시 종촌동 도움3로 160,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.50690820000006', '127.23947810000014')"
10342,한국전력,고운동 복합커뮤니티센터(남측),1,DC콤보,세종특별자치시 ,마음로 ,세종특별자치시 마음로 64,09:00~18:00,,,,"('36.504922399999586', '127.23425429999931')"
11999,한국전력,대평동 BRT전기버스 차고지,1,DC콤보,세종특별자치시 ,대평동 ,세종특별자치시 대평동 484-118,24시간 이용가능,전용충전소,,,"('36.467756100000145', '127.27245559999982')"
12101,한국전력,도램15세종힐스테이트,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,도담동 ,세종특별자치시 도담동 859,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.51239900000024', '127.26282849999997')"
12105,한국전력,도램마을13단지,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,도담동 ,세종특별자치시 도담동 632,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.51703119999978', '127.25867399999997')"
12107,한국전력,도램마을16단지,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,도담동 ,세종특별자치시 도담동 639,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.51540429999973', '127.26400609999945')"
12111,한국전력,도램마을18단지,1,AC완속,세종특별자치시 ,도담동 ,세종특별자치시 도담동 636,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.514382099999956', '127.26624729999976')"
12114,한국전력,도램마을19단지,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,도담동 ,세종특별자치시 도담동 638,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.51541730000001', '127.26708750000007')"
12115,한국전력,도램마을1단지아파트,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,도담동 ,세종특별자치시 도담동 845,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.51007020000028', '127.25514589999969')"
12120,한국전력,도램마을5단지,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,다솜1로 ,"세종특별자치시 다솜1로 220지하2층 주차장(504동, B2-905BL)(다솜1로 220)",,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.51759979999976', '127.25592389999936')"
13508,한국전력,범지기 3단지,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,아름동 ,세종특별자치시 아름동 달빛1로 201 (달빛1로 201),,입주자외 출입제한 (긴급상황 이용가능),,,"('36.51750449999976', '127.2404916')"
13512,한국전력,범지기8단지,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,아름동 ,세종특별자치시 아름동 1279,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.51372890000026', '127.24725039999932')"
13528,한국전력,범지기마을1단지아파트,1,AC완속,세종특별자치시 ,아름동 ,세종특별자치시 아름동 1339,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.50981410000009', '127.24118469999935')"
13533,한국전력,범지기마을5단지,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,달빛1로 ,"세종특별자치시 달빛1로 122지하1층 주차장(505동,39BL)(달빛1로 122)",,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.5102673000001', '127.24696030000003')"
13537,한국전력,범지기마을6단지,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,달빛로 ,"세종특별자치시 달빛로 135지하2층 주차장(601동, 84BL)(달빛로 135)",,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.51039460000001', '127.24877239999944')"
13540,한국전력,범지기마을7단지아파트,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,아름동 ,세종특별자치시 아름동 1284,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.51378390000025', '127.24476939999984')"
13588,한국전력,보건소신청사,1,DC콤보,세종특별자치시 ,조치원읍 ,세종특별자치시 조치원읍 대첩로 32(53-1 세종창조경제혁신센터),09:00~18:00,,100kW,,"('36.59603790000012', '127.29216759999967')"
13597,한국전력,보람동행정복지센터,1,DC콤보,세종특별자치시 ,한누리대로 ,세종특별자치시 한누리대로 2107(631-4 보람종합복지센터),24시간 이용가능,,100kW,,"('36.47921409999985', '127.29131139999983')"
14332,한국전력,새뜸마을3단지,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,새롬동 ,세종특별자치시 새롬동 329,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.48667800000025', '127.2436280999993')"
14343,한국전력,새샘마을3단지아파트,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,소담동 ,세종특별자치시 소담동 333-10,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.4839502000001', '127.2926292999997')"
14850,한국전력,세종 새뜸마을 11단지(새롬동),2,AC완속,세종특별자치시 ,새롬동 ,세종특별자치시 새롬동 134-7지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.48932500000004', '127.25260659999945')"
14853,한국전력,세종e편한세상,1,AC완속,세종특별자치시 ,조치원읍 ,세종특별자치시 조치원읍 신안리 542,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.61530919999976', '127.28493960000017')"
14858,한국전력,세종고용복지센터,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,조치원읍 ,"세종특별자치시 조치원읍 터미널안길 60 (상리, 세종고용복지플러스센터)",24시간 이용가능,,,,"('36.60157469999998', '127.3020091000002')"
14859,한국전력,세종더샵레이크파크아파트,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,어진동 ,세종특별자치시 어진동 613지하,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.50441860000025', '127.27207250000004')"
14862,한국전력,세종시 청자장,1,DC콤보,세종특별자치시 ,조치원읍 ,세종특별자치시 조치원읍 문화로 8(상리 120-7),24시간 이용가능,,100kW,,"('36.60219389999966', '127.30106279999964')"
14863,한국전력,세종시청주차장,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,보람동 ,세종특별자치시 보람동 626-5,24시간 이용가능,,,,"('36.47993000000005', '127.28450369999959')"
14867,한국전력,세종지사,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,조치원읍 ,세종특별자치시 조치원읍 침산리 행복8길 8,주중/주말 : 09시~18시,,,,"('36.602900999999854', '127.2872926999994')"
14871,한국전력,세종청정 아파트,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,연동면 ,세종특별자치시 연동면 태산로 58 지상(태산로 58),,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.52918080000021', '127.34984539999988')"
15693,한국전력,아름공영주차장,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,아름동 ,세종특별자치시 아름동 1352,24시간 이용가능,,,,"('36.51139929999988', '127.24733439999996')"
16697,한국전력,욱일 아파트,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,조치원읍 ,세종특별자치시 조치원읍 충현로 159 지하(충현로 159),,시설 상황에 따라 이용이 제한될 수 있음,,,"('37.400672800000024', '126.91731549999957')"
17853,한국전력,조치원소방서,1,DC콤보,세종특별자치시 ,조치원읍 ,세종특별자치시 조치원읍 세종로 2439(40-2 조치원소방서),24시간 이용가능,,100kW,,"('36.60468770000002', '127.2883634999999')"
17854,한국전력,조치원자이 아파트,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,조치원읍 ,세종특별자치시 조치원읍 도원로 16 지하주차장 110동과 111동 사이(도원로 16),24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.58991169999999', '127.28793269999932')"
17859,한국전력,조치원주차타워,1,DC콤보,세종특별자치시 ,조치원읍 ,세종특별자치시 조치원읍 새내로 99(원리 12-11),09:00~18:00,,,,"('36.60055989999957', '127.29731669999927')"
17865,한국전력,종촌공영주차장,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,종촌동 ,세종특별자치시 종촌동 664,24시간 이용가능,,,,"('36.50374580000006', '127.24914829999952')"
18341,한국전력,첫마을2단지아파트,1,AC완속,세종특별자치시 ,한솔동 ,세종특별자치시 한솔동 노을1로 16,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.480870300000205', '127.25650509999981')"
18349,한국전력,첫마을7단지,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,나리로 ,세종특별자치시 나리로 57,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.47583819999965', '127.25524979999975')"
19288,한국전력,한뜰마을1단지,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,갈매로 ,"세종특별자치시 갈매로 479지하1층 주차장(104동, 19BL)(갈매로 479)",,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.50719739999965', '127.26424469999944')"
19674,한국전력,호려울마을8,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,보람동 ,세종특별자치시 보람동 보람동로 14,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.47894499999961', '127.29276839999997')"
19787,한국전력,홈플러스 세종점,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,절재로 ,세종특별자치시 절재로 154,10:00~24:00,,,,"('36.507370499999695', '127.25790449999967')"
20078,한국전기차충전서비스,GS수퍼마켓 세종아름점,1,AC완속,세종특별자치시 ,보듬3로 ,세종특별자치시 보듬3로 104-7실외주차장,24시간 이용가능,,,,"('36.51232269999998', '127.24816149999967')"
20097,한국전기차충전서비스,LH 가재마을1단지아파트,1,AC완속,세종특별자치시 ,도움1로 ,세종특별자치시 도움1로 145(686 가재마을1단지),24시간 이용가능,거주자외 출입제한,7kW,,"('36.50094609999962', '127.2407104000001')"
23857,한국전기차충전서비스,코스트코 세종점,1,AC완속,세종특별자치시 ,종합운동장1로 ,세종특별자치시 종합운동장1로 14,24시간 이용가능,,,,"('36.46756159999968', '127.2670744999999')"
24512,한국전기차충전서비스,호려울마을LH천년나무2단지아파트,1,AC완속,세종특별자치시 ,보람1길 ,세종특별자치시 보람1길 12(732 호려울마을2단지),24시간 이용가능,거주자외 출입제한,7kW,,"('36.47521089999993', '127.2811982999993')"
24737,차지비,가락마을6단지,1,AC완속,세종특별자치시 ,마음로 ,"세종특별자치시 마음로 14 (고운동, 가락마을6단지)지하주차장",,,,입주민 등 거주자 외 출입 제한,"('36.503263899999816', '127.23692000000014')"
24742,차지비,가락마을7단지,1,AC완속,세종특별자치시 ,마음안로 ,"세종특별자치시 마음안로 13 (고운동, 가락마을7단지)지하주차장",,,,입주민 등 거주자 외 출입 제한,"('36.50461099999983', '127.23738789999975')"
25235,차지비,고운동가락마을2단지,1,AC완속,세종특별자치시 ,만남로 ,세종특별자치시 만남로 190 (고운동     가락마을20단지),24시간 이용가능,,,,"('36.5162202999999', '127.24044410000008')"
27195,차지비,도램마을7단지,1,AC완속,세종특별자치시 ,보듬1로 ,"세종특별자치시 보듬1로 12 (도담동, 도램마을7단지)지하주차장",,,,입주민 등 거주자 외 출입 제한,"('36.51036489999961', '127.25729899999945')"
27199,차지비,도램마을8단지,1,AC완속,세종특별자치시 ,보듬3로 ,"세종특별자치시 보듬3로 7 (도담동, 도램마을8단지)",,,,입주민 등 거주자 외 출입 제한,"('36.51152149999992', '127.25798389999994')"
30828,차지비,세종시 가락마을21단지,1,AC완속,세종특별자치시 ,마음안로 ,세종특별자치시 마음안로 221지하1층 56기둥(1390 가락마을21단지),24시간 이용가능,,7kW,,"('36.51816250000022', '127.2385681999999')"
30836,차지비,세종시 국토연구원,1,AC완속,세종특별자치시 ,국책연구원로 ,세종특별자치시 국책연구원로 5지하1층(771-125 국토연구원),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,7kW,,"('36.49176670000014', '127.29991660000006')"
30843,차지비,세종시 세종중앙타운,1,AC완속,세종특별자치시 ,절재로 ,세종특별자치시 절재로 194지하2층 36기둥(547 중앙타운 지하2층 36기둥),24시간 이용가능,,7kW,,"('36.508252399999904', '127.26139389999989')"
30846,차지비,세종시 씨즈파크뷰,1,AC완속,세종특별자치시 ,국책연구원3로 ,세종특별자치시 국책연구원3로 6지하1층주차장,24시간 이용가능,,,,"('36.49194890000005', '127.30349219999934')"
30848,차지비,세종시 조치원신흥푸르지오105동,1,AC완속,세종특별자치시 ,조치원읍 ,세종특별자치시 조치원읍 도원1로 16지하1층 105동 B09 기둥(398 푸르지오1차 지하1층 105동 B09 기둥),24시간 이용가능,,7kW,,"('36.59232300000019', '127.28753990000007')"
30850,차지비,세종시 한국해양교통안전공단세종지사,1,AC완속,세종특별자치시 ,아름서길 ,세종특별자치시 아름서길 27지하1층(1305 한국해양교통안전공단 지하1층),비개방(관용차량전용),관용차량전용,7kW,비개방(관용차량전용),"('36.51446099999966', '127.24227019999977')"
30855,차지비,세종시조치원청사,1,AC완속,세종특별자치시 ,조치원읍 ,세종특별자치시 조치원읍 군청로 93 (신흥리     세종시조치원청사),09시~18시,,,관용차 충전 시 사용이 제한될 수 있습니다.,"('36.592895100000234', '127.29149219999951')"
30856,차지비,세종특별자치시 이마트(세종점),1,AC완속,세종특별자치시 ,금송로 ,세종특별자치시 금송로 687 본관3층,10:00~23:00,,,,"('36.47115679999972', '127.24893890000018')"
32090,차지비,연기금남신성미소지움아파트,1,AC완속,세종특별자치시 ,금남면 ,"세종특별자치시 금남면 용포2길 57-15 (용포리, 신성미소지움아파트)지하주차장 기계실앞",,,,입주민 등 거주자 외 출입 제한,"('36.465016899999796', '127.27726550000014')"
33923,차지비,조치원신흥주공아파트,1,AC완속,세종특별자치시 ,조치원읍 ,세종특별자치시 조치원읍 이화로 5 (신흥리     신흥주공아파트),24시간 이용가능,,,,"('36.59408449999967', '127.28754429999954')"
35548,차지비,케이티세종빌딩,11,AC완속,세종특별자치시 ,연서면 ,"세종특별자치시 연서면 아홉거리길 100 (월하리, KT세종지점)",,사업장 거주자외 출입제한,,,"('36.59410259999994', '127.28356239999944')"
38820,에스트래픽,기아 세종시청갤러리(기아차전용),1,DC콤보,세종특별자치시 ,소담로 ,세종특별자치시 소담로 70(566 레전드타워),24시간 이용가능,기아차량 충전 전용,100kW,,"('36.485246099999905', '127.3035049999995')"
39923,에스트래픽,세종충남대학교병원(회원전용),1,DC차데모+AC3상+DC콤보,세종특별자치시 ,보듬7로 ,세종특별자치시 보듬7로 20세종충남대학교병원(407 세종충남대학교병원),24시간 이용가능,,50kW,,"('36.51950680000026', '127.25390399999984')"
40212,에스트래픽,에이블빌딩,1,DC차데모+AC3상+DC콤보,세종특별자치시 ,집현동로 ,세종특별자치시 집현동로 77(집현동 0),24시간 이용가능,,50kW,,"('36.491195099999715', '127.32436479999996')"
41317,에스트래픽,현대 세종청사지점(현대차 전용),1,DC콤보,세종특별자치시 ,한누리대로 ,세종특별자치시 한누리대로 296(762 밀레니엄),24시간 이용가능,,100kW,,"('36.49071070000002', '127.25670079999938')"
41598,지에스커넥트,NH농협세종통합센터,1,AC완속,세종특별자치시 ,,세종특별자치시 한누리대로486지하3층주차장(어진동 550),24시간 이용가능,,,,"('36.50694369999999', '127.26199109999988')"
41850,지에스커넥트,가재마을5단지,1,AC완속,세종특별자치시 ,도움1로 ,세종특별자치시 도움1로 105 가재마을5단지지하 1층주차장 510동,24시간 이용가능,거주자외 출입제한,,,"('36.50077029999975', '127.24325469999987')"
43674,지에스커넥트,도램마을14단지(한림풀에버),1,AC완속,세종특별자치시 ,보듬2로 ,"세종특별자치시 보듬2로 42(도담동, 도램마을14단지)(858 도램마을14단지)",24시간 이용가능,거주자외 출입제한,,,"('36.509862699999694', '127.26374369999931')"
45400,지에스커넥트,비오케이랜드,1,AC완속,세종특별자치시 ,국책연구원로 ,세종특별자치시 국책연구원로 15(반곡동)(771-76 한국법제연구원),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.492337000000155', '127.30154249999934')"
46319,지에스커넥트,세종가락13단지 아파트,1,AC완속,세종특별자치시 ,마음로 ,"세종특별자치시 마음로 182(고운동, 가락마을13단지)(1401 가락마을13단지)",24시간 이용가능,거주자외 출입제한,,,"('36.51385919999983', '127.22941239999993')"
46328,지에스커넥트,세종서비스기아오토큐,1,AC완속,세종특별자치시 ,조치원읍 ,세종특별자치시 조치원읍 번암공단2길 2지상주차장,24시간 이용가능,,,,"('36.58290919999999', '127.2939287999998')"
46330,지에스커넥트,세종시도램마을,1,AC완속,세종특별자치시 ,보듬4로 ,세종특별자치시 보듬4로 20세종시도램마을(853 도램마을10단지),주중/주말 : 00시~24시,,,,"('36.51420640000002', '127.25755629999962')"
46338,지에스커넥트,세종호려울마을9단지,1,AC완속,세종특별자치시 ,남세종로 ,"세종특별자치시 남세종로 384(보람동, 호려울마을9단지)(774 호려울마을9단지)",24시간 이용가능,거주자외 출입제한,,,"('36.4804917000002', '127.29373839999933')"
47715,지에스커넥트,에스지디엔씨,1,AC완속,세종특별자치시 ,세종로 ,세종특별자치시 세종로 1234-16(아름동)(아름동 1309),09:00~18:00,사업장 거주자외 출입제한,,,"('36.51256900000012', '127.24262209999965')"
51180,지에스커넥트,한국토지주택공사세종특별본부,1,AC완속,세종특별자치시 ,가름로 ,세종특별자치시 가름로 238-3한국토지주택공사세종특별본부(LH 세종특별본부),24시간 이용가능,,7kW,,"('36.49490139999968', '127.26133869999983')"
51369,지에스커넥트,해들마을1단지,1,AC완속,세종특별자치시 ,대평1길 ,"세종특별자치시 대평1길 27(대평동, 해들마을1단지)(707 해들마을1단지)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.469292800000154', '127.27497019999939')"
51374,지에스커넥트,해들마을3단지아파트,1,AC완속,세종특별자치시 ,대평1길 ,세종특별자치시 대평1길 38해들마을3단지아파트,24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.471416299999724', '127.27415679999949')"
51621,지에스커넥트,호려울5단지,1,AC완속,세종특별자치시 ,남세종로 ,"세종특별자치시 남세종로 441(보람동, 호려울마을5단지)(783 호려울마을5단지)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.47632640000016', '127.2890611999997')"
51628,지에스커넥트,호려울마을10단지아파트,1,AC완속,세종특별자치시 ,시청대로 ,세종특별자치시 시청대로 210호려울마을10단지아파트(713 호려울마을10단지),24시간 이용가능,거주자외 출입제한,,,"('36.48234669999978', '127.29013889999943')"
51637,지에스커넥트,호려울마을4단지,1,AC완속,세종특별자치시 ,남세종로 ,"세종특별자치시 남세종로 469(보람동, 호려울마을4단지)(784 호려울마을4단지)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.47542289999967', '127.2844832999997')"
51638,지에스커넥트,호려울마을4단지,1,AC완속,세종특별자치시 ,남세종로 ,세종특별자치시 남세종로 469호려울마을4단지,24시간 이용가능,거주자외 출입제한,,,"('36.475615199999936', '127.28454820000013')"
