,주용도코드명,대지위치
435,주거지,세종특별자치시  연동면 송용리 5-5번지
436,주거지,세종특별자치시  연동면 송용리 5-5번지
437,주거지,세종특별자치시  연동면 송용리 5-6번지
438,주거지,세종특별자치시  연동면 송용리 5-7번지
439,편의시설,세종특별자치시  연동면 송용리 7-1번지
440,편의시설,세종특별자치시  연동면 합강리 34번지
441,주거지,세종특별자치시  연동면 합강리 70번지
442,주거지,세종특별자치시  연동면 합강리 71번지
443,주거지,세종특별자치시  연동면 합강리 86-3번지
444,주거지,세종특별자치시  연동면 합강리 88번지
445,주거지,세종특별자치시  연동면 합강리 96번지
446,주거지,세종특별자치시  연동면 합강리 96-12번지
447,창고시설,세종특별자치시  연동면 합강리 105번지
448,주거지,세종특별자치시  연동면 합강리 105번지
449,주거지,세종특별자치시  연동면 합강리 105번지
450,주거지,세종특별자치시  부강면 부강리
451,주거지,세종특별자치시  부강면 부강리
452,주거지,세종특별자치시  부강면 부강리
453,주거지,세종특별자치시  부강면 부강리
454,주거지,세종특별자치시  부강면 부강리
455,주거지,세종특별자치시  부강면 부강리
456,주거지,세종특별자치시  부강면 부강리
457,주거지,세종특별자치시  부강면 부강리
458,주거지,세종특별자치시  부강면 부강리
459,주거지,세종특별자치시  부강면 부강리
460,주거지,세종특별자치시  부강면 행산리
461,주거지,세종특별자치시  부강면 행산리
462,주거지,세종특별자치시  부강면 행산리
463,주거지,세종특별자치시  부강면 행산리
464,주거지,세종특별자치시  부강면 행산리
465,주거지,세종특별자치시  부강면 행산리
466,편의시설,세종특별자치시  부강면 행산리 1번지
467,농축산업시설,세종특별자치시  부강면 행산리 10-1번지
468,주거지,세종특별자치시  부강면 행산리 10-1번지
469,농축산업시설,세종특별자치시  부강면 행산리 65번지
470,농축산업시설,세종특별자치시  부강면 산수리 35-3번지
471,편의시설,세종특별자치시  부강면 산수리 35-4번지
472,창고시설,세종특별자치시  부강면 산수리 35-7번지
473,창고시설,세종특별자치시  부강면 산수리 35-9번지
474,창고시설,세종특별자치시  부강면 산수리 35-9번지
475,창고시설,세종특별자치시  부강면 산수리 35-9번지
476,주거지,세종특별자치시  부강면 산수리 35-18번지
477,농축산업시설,세종특별자치시  부강면 산수리 35-20번지
478,농축산업시설,세종특별자치시  부강면 산수리 35-20번지
479,농축산업시설,세종특별자치시  부강면 산수리 35-20번지
480,창고시설,세종특별자치시  부강면 갈산리
481,생산시설,세종특별자치시  부강면 갈산리 2-5번지
482,생산시설,세종특별자치시  부강면 갈산리 2-5번지
483,창고시설,세종특별자치시  부강면 갈산리 3번지
484,창고시설,세종특별자치시  부강면 갈산리 3번지
485,주거지,세종특별자치시  부강면 갈산리 5번지
486,생산시설,세종특별자치시  부강면 갈산리 7번지
487,주거지,세종특별자치시  부강면 갈산리 9번지
488,주거지,세종특별자치시  부강면 갈산리 16번지
489,주거지,세종특별자치시  부강면 갈산리 16번지
490,주거지,세종특별자치시  부강면 문곡리 16번지
491,편의시설,세종특별자치시  부강면 문곡리 16번지
492,편의시설,세종특별자치시  부강면 문곡리 17번지
493,주거지,세종특별자치시  부강면 문곡리 18번지
494,편의시설,세종특별자치시  부강면 문곡리 18번지
495,창고시설,세종특별자치시  부강면 문곡리 19번지
496,창고시설,세종특별자치시  부강면 문곡리 19번지
497,창고시설,세종특별자치시  부강면 문곡리 19번지
498,자동차관련시설,세종특별자치시  부강면 문곡리 20번지
499,자동차관련시설,세종특별자치시  부강면 문곡리 20번지
500,주거지,세종특별자치시  부강면 등곡리 59번지
501,주거지,세종특별자치시  부강면 등곡리 59-1번지
502,주거지,세종특별자치시  부강면 등곡리 59-2번지
503,창고시설,세종특별자치시  부강면 등곡리 59-3번지
504,주거지,세종특별자치시  부강면 등곡리 59-5번지
505,주거지,세종특별자치시  부강면 등곡리 59-6번지
506,주거지,세종특별자치시  부강면 등곡리 59-7번지
507,주거지,세종특별자치시  부강면 등곡리 59-8번지
508,주거지,세종특별자치시  부강면 등곡리 63번지
509,주거지,세종특별자치시  부강면 등곡리 63번지
510,주거지,세종특별자치시  부강면 노호리
511,주거지,세종특별자치시  부강면 노호리
512,주거지,세종특별자치시  부강면 노호리 7번지
